"year","serial","month","hwtfinl","cpsid","asecflag","hflag","asecwth","pernum","wtfinl","cpsidv","cpsidp","asecwt","age","sex","race","diffany","edgrade","edgrdly","category","category_2","retention_status","difficulty_status","enrolled_kindergarten","enrolled_preschool"
2007,1903,10,3513.4566,20070906054700,NA,NA,NA,5,3082.5032,200709060547051,20070906054705,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2056,10,3185.9278,20071000205600,NA,NA,NA,3,3070.4701,200710002056031,20071000205603,NA,5,2,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2071,10,3145.9468,20070804738200,NA,NA,NA,3,3940.1395,200708047382021,20070804738202,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2208,10,4069.5526,20060804613800,NA,NA,NA,3,2556.4153,200608046138031,20060804613803,NA,5,2,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2225,10,2883.195,20070901167200,NA,NA,NA,3,3347.9447,200709011672031,20070901167203,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2230,10,3220.4746,20060704688500,NA,NA,NA,3,3393.6425,200607046885051,20060704688505,NA,5,2,100,NA,101,20,"Kindergarten","Others","Not Retended",NA,"Yes","No"
2007,2245,10,4084.2168,20061000187600,NA,NA,NA,4,3449.5711,200610001876041,20061000187604,NA,5,1,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2523,10,2996.7864,20060704799700,NA,NA,NA,3,2916.1391,200607047997042,20060704799704,NA,5,1,100,NA,102,101,"Others","Others","Not Retended",NA,"No","No"
2007,2575,10,3336.4349,20070804818700,NA,NA,NA,2,3491.8842,200708048187021,20070804818702,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2576,10,2824.5174,20070804825500,NA,NA,NA,4,4119.5227,200708048255031,20070804825503,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,2602,10,3224.3757,20071000260200,NA,NA,NA,7,5269.5849,200710002602071,20071000260207,NA,5,1,200,NA,101,10,"Nursery (pre-school, pre-kindergarten)","Others","Not Retended",NA,"No","Yes"
2007,2850,10,2885.0507,20070903794700,NA,NA,NA,5,3115.9622,200709037947051,20070903794705,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,3091,10,575.7045,20071000309100,NA,NA,NA,2,548.7272,200710003091021,20071000309102,NA,5,2,200,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,3493,10,2365.7694,20060901373100,NA,NA,NA,4,2687.4788,200609013731041,20060901373104,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,3611,10,1283.7253,20060801044700,NA,NA,NA,4,1384.4235,200608010447031,20060801044703,NA,5,1,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,3651,10,1410.2189,20071000365100,NA,NA,NA,3,955.1055,200710003651031,20071000365103,NA,5,1,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,3679,10,1057.0321,20070701118800,NA,NA,NA,4,752.3427,200707011188031,20070701118803,NA,5,1,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
2007,3693,10,1092.4009,20070903892100,NA,NA,NA,3,1225.1997,200709038921031,20070903892103,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,3764,10,371.1624,20070701307000,NA,NA,NA,4,295.6297,200707013070051,20070701307005,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,3984,10,2154.3007,20060803013700,NA,NA,NA,2,2427.8514,200608030137021,20060803013702,NA,5,1,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4128,10,488.1704,20070901470000,NA,NA,NA,3,355.4306,200709014700031,20070901470003,NA,5,2,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4181,10,431.2125,20060705702500,NA,NA,NA,3,524.6927,200607057025031,20060705702503,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4204,10,310.8725,20061001707400,NA,NA,NA,4,353.3557,200610017074041,20061001707404,NA,5,2,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4237,10,336.8519,20060806522200,NA,NA,NA,3,476.4053,200608065222041,20060806522204,NA,5,2,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4339,10,3751.3669,20060900381700,NA,NA,NA,4,4055.9796,200609003817041,20060900381704,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4377,10,3288.0524,20060700240200,NA,NA,NA,3,3760.3636,200607002402031,20060700240203,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4404,10,3126.2585,20060902958300,NA,NA,NA,2,3291.4656,200609029583021,20060902958302,NA,5,1,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4422,10,3009.3819,20070904080000,NA,NA,NA,4,3180.9802,200709040800041,20070904080004,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4485,10,3556.4202,20070904096300,NA,NA,NA,3,3468.0073,200709040963031,20070904096303,NA,5,1,100,NA,101,20,"Kindergarten","Others","Not Retended",NA,"Yes","No"
2007,4517,10,3454.6348,20060800377500,NA,NA,NA,4,2979.8094,200608003775032,20060800377503,NA,5,1,100,NA,101,20,"Kindergarten","Others","Not Retended",NA,"Yes","No"
2007,4541,10,2969.2095,20070905303900,NA,NA,NA,4,3138.5171,200709053039041,20070905303904,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4573,10,2298.0052,20060700406400,NA,NA,NA,5,2623.8688,200607004064051,20060700406405,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4581,10,3086.6358,20060906573300,NA,NA,NA,2,2577.7186,200609065733013,20060906573301,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4588,10,3271.0814,20070904939100,NA,NA,NA,3,2730.3527,200709049391031,20070904939103,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4624,10,3115.72,20070700621000,NA,NA,NA,4,3372.3855,200707006210031,20070700621003,NA,5,2,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4656,10,1474.3285,20070903038300,NA,NA,NA,4,1410.3162,200709030383041,20070903038304,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4689,10,1016.1693,20060900009500,NA,NA,NA,5,1172.1343,200609000095051,20060900009505,NA,5,2,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4716,10,372.3436,20060701234900,NA,NA,NA,3,288.4105,200607012349031,20060701234903,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4833,10,3508.9432,20070801801300,NA,NA,NA,5,2785.3351,200708018013041,20070801801304,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4854,10,3452.3718,20060801770100,NA,NA,NA,3,4474.1789,200608017701021,20060801770102,NA,5,2,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4904,10,1112.9044,20070906625100,NA,NA,NA,3,649.5112,200709066251031,20070906625103,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,4937,10,2760.381,20060904752000,NA,NA,NA,5,2506.0147,200609047520051,20060904752005,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4952,10,3201.8533,20070702177100,NA,NA,NA,2,2763.2415,200707021771021,20070702177102,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,4994,10,1095.3266,20060901859800,NA,NA,NA,3,932.0709,200609018598031,20060901859803,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5096,10,468.8647,20060702938600,NA,NA,NA,3,540.252,200607029386041,20060702938604,NA,5,2,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5121,10,1448.2413,20070703063500,NA,NA,NA,3,1770.6985,200707030635041,20070703063504,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5158,10,1638.4063,20060703128200,NA,NA,NA,3,1839.5765,200607031282041,20060703128204,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5211,10,2287.2976,20070703316300,NA,NA,NA,5,2245.279,200707033163031,20070703316303,NA,5,2,801,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,5318,10,746.7957,20070703880400,NA,NA,NA,3,414.9119,200707038804031,20070703880403,NA,5,2,802,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5395,10,3293.5808,20070704350000,NA,NA,NA,4,1919.0394,200707043500031,20070704350003,NA,5,2,651,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5406,10,2625.382,20060704260100,NA,NA,NA,5,2241.075,200607042601031,20060704260103,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5425,10,1409.8989,20070804434200,NA,NA,NA,5,1691.9451,200708044342031,20070804434203,NA,5,2,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
2007,5441,10,3207.0421,20070704763900,NA,NA,NA,5,2926.7391,200707047639051,20070704763905,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5470,10,2934.9656,20060804751700,NA,NA,NA,4,3657.2541,200608047517051,20060804751705,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5501,10,3126.7384,20060704610900,NA,NA,NA,4,2926.7391,200607046109041,20060704610904,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5538,10,3547.5121,20070906086300,NA,NA,NA,3,4568.1309,200709060863031,20070906086303,NA,5,2,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5576,10,2891.7349,20070906091200,NA,NA,NA,5,3175.8663,200709060912051,20070906091205,NA,5,2,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
2007,5672,10,3780.1203,20060705502400,NA,NA,NA,3,3423.8056,200607055024021,20060705502402,NA,5,1,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5709,10,3177.0281,20070805497800,NA,NA,NA,8,3179.3796,200708054978081,20070805497808,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5761,10,2687.9489,20070901312600,NA,NA,NA,3,4225.7327,200709013126031,20070901312603,NA,5,2,200,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,5801,10,389.4762,20070805908200,NA,NA,NA,4,313.272,200708059082041,20070805908204,NA,5,2,802,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,5859,10,3867.0808,20070904358600,NA,NA,NA,5,3453.1773,200709043586051,20070904358605,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6036,10,2416.8319,20060902148800,NA,NA,NA,3,2594.8128,200609021488031,20060902148803,NA,5,1,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
2007,6080,10,2209.9982,20060905068400,NA,NA,NA,5,2067.307,200609050684051,20060905068405,NA,5,1,200,NA,22,20,"Kindergarten","Kindergarten full-day","Not Retended",NA,"Yes","No"
2007,6145,10,398.725,20070905613200,NA,NA,NA,4,430.7626,200709056132041,20070905613204,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,6248,10,1189.128,20060905815600,NA,NA,NA,3,978.6456,200609058156041,20060905815604,NA,5,2,801,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6306,10,432.7837,20070901434700,NA,NA,NA,5,458.6541,200709014347051,20070901434705,NA,5,1,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
2007,6329,10,513.532,20060802866200,NA,NA,NA,4,579.149,200608028662041,20060802866204,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6370,10,1526.6908,20070703464300,NA,NA,NA,3,1779.0551,200707034643031,20070703464303,NA,5,2,100,NA,12,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) full-day","Retended",NA,"No","Yes"
2007,6381,10,1765.5668,20060803463500,NA,NA,NA,4,1701.4957,200608034635031,20060803463503,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6392,10,1974.3504,20070803427700,NA,NA,NA,4,1154.2833,200708034277041,20070803427704,NA,5,2,803,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6427,10,474.4955,20070804121400,NA,NA,NA,4,486.9513,200708041214031,20070804121403,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,6460,10,2067.7628,20060805312600,NA,NA,NA,5,2106.157,200608053126051,20060805312605,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,6461,10,416.9468,20060805659100,NA,NA,NA,4,383.7274,200608056591031,20060805659103,NA,5,2,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6486,10,413.3871,20060906300000,NA,NA,NA,5,358.8618,200609063000051,20060906300005,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,6553,10,2716.9845,20070807083300,NA,NA,NA,2,2557.7543,200708070833021,20070807083302,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,7008,10,3309.6726,20060903008200,NA,NA,NA,3,3180.9802,200609030082041,20060903008204,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,7148,10,1685.4729,20070905733200,NA,NA,NA,2,1327.5893,200709057332021,20070905733202,NA,5,1,100,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,7251,10,1878.6811,20070906618800,NA,NA,NA,4,1196.5422,200709066188041,20070906618804,NA,5,1,300,NA,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended",NA,"Yes","Yes"
2007,7279,10,574.9896,20061006317700,NA,NA,NA,3,591.4838,200610063177031,20061006317703,NA,5,1,100,NA,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended",NA,"Yes","Yes"
2007,7469,10,3556.034,20071000746900,NA,NA,NA,3,4279.2739,200710007469031,20071000746903,NA,5,1,100,NA,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended",NA,"No","Yes"
